"","SRR1178009","SRR1178010","SRR1178050","SRR1178061","SRR1178063"
"NM_001002809",1599.13161484897,2498.61442690946,1543.23513627665,1712.49888299763,1743.44412989448
"NM_001002818",415.041793166909,346.941366284244,138.248147624783,166.270018921183,237.020818915011
"NM_001002819",95.9130194293278,167.104786513053,70.7316104126798,55.972085577428,83.7510052979138
"NM_001002823",40.1090808522643,42.9698022462137,36.973341806628,30.8669589581404,41.0544143617225
"NM_001002826",11164.2754615738,8934.53591889792,21438.1081014431,16998.6400779743,17180.9987142851
"NM_001002827",261.580962079985,310.337460667099,170.398879630547,163.800662204532,212.935562489467
"NM_001002828",728.938947662891,845.07277750887,819.84366614697,558.486177415954,588.446605851355
"NM_001002829",26.1580962079985,27.055060673542,38.5808784069162,26.3398049776132,35.5804924468261
"NM_001002830",41.8529539327976,52.5186471898168,3.21507320057635,6.9965106971785,15.3269813617097
"NM_001002831",1653.1916803455,1021.72640896553,2265.01906980604,2005.94077282635,1746.72848304342
"NM_001002835",1440.43916452045,973.982184247511,1400.164378851,1644.59157328972,1460.44236689434
"NM_001002851",202.289277341855,237.129649432809,200.942075036022,228.827055743014,246.873878361824
"NM_001002853",146.485338764791,105.037294379634,41.7959516074926,95.4817930438477,57.4761801064115
"NM_001002854",997.495402065009,1080.61095278441,900.220496161379,766.735260520208,779.486480681237
"NM_001003401",3233.14069130861,3241.83285835323,546.56244409798,3162.83439457745,814.519580936574
"NM_001003402",470.845731743973,289.648296622626,548.169980698268,372.872864214336,536.99173985133
"NM_001003403",1048.06772140047,391.502642687725,170.398879630547,551.901226171551,414.923281149142
"NM_001003673",2551.28631682012,2318.77784713827,2564.02087745964,2696.53753458315,2473.11792115016
"NM_001003705",435.968270133308,329.435150554305,448.502711480401,417.732844566834,431.89243908532
"NM_001003706",9498.87666966452,28964.8296622626,507.981565691064,270.39456047331,475.683814404491
"NM_001003707",3.48774616106646,1.59147415726717,3.21507320057635,3.29247562220164,7.11609848936523
"NM_001003708",373.188839234112,356.490211227847,299.001807653601,260.517133606705,247.968662744804
"NM_001003709",2406.54485113586,2998.33731229136,2533.47768205417,2510.10110247598,2250.87669140537
"NM_001003711",17.4387308053323,12.7317932581374,122.172781621901,56.3836450302032,60.2131410638596
"NM_001003958",111.607877154127,85.9396044924274,104.489879018731,103.301422646577,99.0779866596236
"NM_001003959",261.580962079985,340.575469655175,453.325321281266,376.988458742088,486.084266042794
"NM_001003974",34.8774616106646,62.0674921334198,57.8713176103743,88.4852823466692,80.4666521489761
"NM_001003975",523.16192415997,402.642961788595,242.738026643515,280.68354679269,284.09654738312
"NM_001003978",3683.05994608619,3948.44738417986,3684.4738878605,3446.39885753957,3595.27191370391
"NM_001004068",971.33730585701,747.992853915572,604.433761708354,536.261966966093,551.77132902155
"NM_001004072",3784.20458475711,1885.8968763616,2475.60636444379,2776.38006842154,2639.52514736301
"NM_001004075",205.777023502921,302.380089880763,197.727001835446,169.97405399616,198.155973319247
"NM_001004076",20.9264769663988,55.7015955043511,94.8446594170024,75.3153798578626,77.1822990000383
"NM_001004078",3618.53664210646,4160.11344709639,4758.308336853,4600.41156312125,4195.21375557655
"NM_001004080",273.788073643717,284.873874150824,204.157148236598,280.271987339915,2020.42457878824
"NM_001004081",174.387308053323,181.428053928458,146.285830626224,167.093137826733,123.710635276657
"NM_001004082",18635.0277385781,20039.8425883083,25045.4202324898,24199.2842637293,21778.5457306065
"NM_001004083",3055.26563709422,1842.92707411539,2655.65046367607,2659.49718383338,2561.79545617148
"NM_001004085",995.751528984476,611.126076390595,1454.8206232608,2378.40207758791,2465.45443046931
"NM_001004086",7788.13717766142,5878.90553694494,8788.40259377546,8658.38776748478,7641.04760100379
"NM_001004087",6.97549232213293,12.7317932581374,83.5919032149852,31.6900778636908,88.6775350213206
"NM_001004088",3.48774616106646,4.77442247180152,12.8602928023054,5.76183233885288,8.2108828723445
"NM_001004089",409.81017392531,545.875635942641,673.557835520746,814.476157042132,806.308698064229
"NM_001004090",73.2426693823957,87.5310786496946,41.7959516074926,79.8425338383899,69.5188083191834
"NM_001004091",13.9509846442659,27.055060673542,19.2904392034581,16.4623781110082,47.0757284681084
"NM_001004095",66.2671770602628,81.1651820206259,135.033074424207,102.478303741026,238.66299548948
"NM_001004096",6.97549232213293,41.3783280889465,183.259172432852,90.13152015777,85.3931818723827
"NM_001004098",233.678992791453,256.227339320015,337.582686060517,273.275476642737,332.814452425697
"NM_001004099",2287.9614816596,4075.76531676123,1675.05313750028,3020.43482391723,2488.44490251187
"NM_001004102",606.867832025565,485.399617966488,671.950298920458,583.179744582466,595.015312149231
"NM_001004107",1123.0542638634,1117.21485840156,567.460419901726,807.891205797729,888.417526787674
"NM_001004198",345.28686994558,267.367658420885,229.877733841209,222.653663951386,251.253015893742
"NM_001004199",6312.8205515303,5756.36202683537,4687.57672644032,4891.79565568609,4472.74159666179
"NM_001004200",1107.3594061386,1029.68377975186,950.054130770312,986.096448849393,925.09280361748
"NM_001004201",17.4387308053323,44.5612764034809,46.6185614083571,30.8669589581404,29.0117861489505
"NM_001004202",1220.71115637326,1616.93774378345,1586.63862448443,2610.52160895313,1243.12766687296
"NM_001004203",305.177789093316,456.753083135679,525.664468294234,509.92216198848,605.415763787534
"NM_001004204",2584.41990535025,3003.11173476316,1867.95752953486,2229.00599623051,1913.13570925627
"NM_001004205",556.295512690101,391.502642687725,279.711368450143,258.870895795604,250.705623702252
"NM_001004206",1691.55688811724,1707.65177074768,1493.40150166772,1271.71870907539,1472.48499510711
"NM_001004207",451.663127858107,358.081685385114,319.899783457347,332.951597295141,295.591783404402
"NM_001004208",1028.88511751461,1324.10649884629,2210.36282539624,1817.44654345531,1578.6790802561
"NM_001004209",16134.3137410935,9895.78630988729,11712.5116696997,13447.7051194298,10593.6810818989
"NM_001004211",725.451201501825,870.536364025145,745.896982533714,815.299275947682,754.853832064204
"NM_001004212",179.618927294923,154.372993254916,51.4411712092216,143.222689565772,149.43806827667
"NM_001004213",3810.36268096511,6564.83089872709,4282.4775031677,5287.71584925584,4426.76065257666
"NM_001004214",1286.97833343353,1086.97684941348,1464.46584286253,1624.83671955651,1509.70766412841
"NM_001004215",52.316192415997,44.5612764034809,86.8069764155615,37.0403507497685,128.089772808574
"NM_001004217",434.224397052775,372.404952800519,340.797759261093,298.792162714799,281.906978617161
"NM_001004218",610.355578186631,436.063919091206,512.804175491928,559.309296321504,471.852069064064
"NM_001004220",5882.08390063859,4565.93935719952,6507.30815796654,6277.51633318021,5322.84167004519
"NM_001004221",1541.58380319138,1480.07096625847,1593.06877088558,1681.63192403949,1584.70039436249
"NM_001004222",817.876474770086,3506.01756845959,897.005422960802,746.568847334223,855.026603106807
"NM_001004223",5024.09834501624,5804.10625155339,5031.58955890199,5405.83341220233,5163.55054232171
"NM_001004224",3090.14309870489,2614.79204038997,3272.94451818673,3473.15022196996,3080.17586151216
"NM_001004225",3871.39823878378,2656.17036847891,2576.88117026195,2973.10548684809,2759.95142949073
"NM_001004226",1707.25174584203,1756.98746962296,1599.49891728674,1603.84718746498,1566.63645204333
"NM_001004227",397.603062361577,394.685591002259,411.529369673773,421.025320189035,500.316463021525
"NM_001004228",155.204704167458,152.781519097649,228.270197240921,220.59586668751,229.357328234156
"NM_001004229",394.115316200511,601.577231446992,434.034882077808,405.386060983578,420.944595255528
"NM_001004230",1429.97592603725,2380.84533927169,1639.68733229394,1845.8441456968,1783.40375987322
"NM_001004231",306.921662173849,445.612764034809,315.077173656483,223.476782856937,382.627141851253
"NM_001004232",27.9019692885317,22.2806382017404,6.4301464011527,15.2276997526826,12.5900204042616
"NM_001004233",753.353170790356,650.912930322274,797.338153742935,678.661537626314,921.261058277052
"NM_001004234",418.529539327976,490.17404043829,360.088198464551,601.288360504575,413.281104574673
"NM_001004235",1123.0542638634,1067.87915952627,1567.34818528097,1791.51829793047,1615.35435708591
"NM_001004237",1316.62417580259,1327.28944716082,977.382252975211,1000.08947024375,932.756294298335
"NM_001004238",1285.23446035299,1246.1242651402,808.590909944953,820.237989380985,784.413010404644
"NM_001004239",4551.50874019174,3373.92521340641,3928.8194511043,3707.73911005183,3688.87597844864
"NM_001004240",1065.5064522058,964.433339303908,1279.59913382939,1228.50496653399,1200.97846812825
"NM_001004241",2634.99222468571,1726.74946063488,2028.71118956368,2320.37219474661,2033.0145991925
"NM_001004242",326.104266059714,607.943128076061,700.885957725645,667.960991854159,655.228453213091
"NM_001004243",716.731836099158,711.388948298427,832.703958949275,793.486624950596,726.389438106743
"NM_001004244",1130.02975618553,1228.61804941026,1112.41532739942,1046.59568840735,1042.23473259626
"NM_001004245",622.562689750364,666.827671894946,401.884150072044,414.440368944632,506.33777712791
"NM_001004246",66.2671770602628,74.7992853915572,33.7582686060517,44.036861446947,52.5496503830048
"NM_001004247",866.704921025016,760.724647173709,802.1607635438,855.632102319652,767.991244659955
"NM_001004248",5435.65239202209,4680.52549652276,4330.70360117635,4627.57448700441,4148.68541929993
"NM_001004249",488.284462549305,1712.42619321948,530.487078095098,685.246488870717,630.595804596057
"NM_001004250",6237.83400906737,4559.57346057046,5546.00127099421,5278.24998184201,5346.37953427925
"NM_001004251",1166.65109087673,768.682017960045,835.919032149852,757.269393106378,783.865618213154
"NM_001004252",711.500216857559,1435.50968985499,1004.71037518011,821.884227192086,898.270586234488
"NM_001004253",1443.92691068152,1207.92888536579,993.457618978093,1058.11935308505,864.332270362131
"NM_001004254",565.014878092767,463.118979764748,469.400687284147,522.680505024511,476.77859878747
"NM_001004255",2111.83030052574,1685.37113254594,1863.134919734,1683.27816185059,1700.2001467668
"NM_001004256",514.442558757303,494.948462910091,823.058739347546,771.67397395351,822.730463808918
"NM_001004257",367.957219992512,501.31435953916,319.899783457347,368.757269686584,418.755026489569
"NM_001004258",1496.24310309751,821.200665149862,935.586301367719,980.746175963315,826.562209149346
"NM_001004259",273.788073643717,383.545271901389,382.593710868586,399.212669191949,378.248004319336
"NM_001004260",6033.80085864498,7187.09729421856,9222.43747585327,9525.13197502936,7830.4452992592
"NM_001004261",824.851967092219,584.071015717053,1441.96033045849,1702.20989667825,528.233464787496
"NM_001004262",381.908204636778,743.218431443771,532.094614695386,597.584325429598,534.802171085371
"NM_001004263",52.316192415997,35.0124314598778,9.64521960172906,16.8739375637834,37.222669021295
"NM_001004265",24.4142231274653,31.8294831453435,16.0753660028818,16.4623781110082,41.0544143617225
"NM_001004267",5950.09495077939,2282.17394152113,2226.43819139912,3234.03417990757,2319.30071534158
"NM_001004268",266.812581321585,227.580804489206,282.926441650719,285.622260225993,299.423528744829
"NM_001004269",306.921662173849,272.142080892687,282.926441650719,267.102084851108,310.371372574622
"NM_001004270",146.485338764791,208.483114602,231.485270441497,216.068712706983,224.978190702239
"NM_001004271",25891.2836266769,15852.6740805383,33745.4083132494,34353.2790825992,25811.1840053107
"NM_001004272",842.290697897551,752.767276387374,552.992590499133,499.6331756691,640.99625623436
"NM_001004273",3023.87592164462,2307.6375280374,2014.24336016108,1885.76541261599,2080.63771985209
"NM_001004274",90826.1416534123,78464.4503757435,39156.3765098194,42450.2997564986,41082.8787556799
"NM_001004275",1463.10951456738,1293.86848985821,1519.12208727233,1524.41621307936,1335.6369472347
"NM_001004276",622.562689750364,733.669586500167,863.247154354751,992.681400093796,920.166273894073
"NM_001004277",1768.2873036607,490.17404043829,530.487078095098,632.978438368266,634.974942127974
"NM_001004279",153.460831086924,300.788615723496,488.691126487606,402.505144814151,397.406731021474
"NM_001004280",2240.8769084852,1699.69439996134,1771.50533351757,1750.77391210572,1508.06548755394
"NM_001004281",1217.2234102122,1101.30011682888,734.644226331696,915.308222972057,863.237485979151
"NM_001004282",41.8529539327976,47.7442247180152,73.9466836132561,58.029882841304,81.5614365319553
"NM_001004283",2488.50688592092,2083.23967186273,1861.52738313371,1968.90042207658,1656.40877144763
"NM_001004284",80.2181617045287,194.159847186595,163.968733229394,148.161402999074,203.082503042654
"NM_001004415",259.837088999452,148.007096625847,25.7205856046108,6.17339179162808,31.7487471063987
"NM_001004424",163.924069570124,141.641199996779,403.491686672332,269.57144156776,414.375888957652
"NM_001004443",3130.25217955715,3006.29468307769,3652.32315585474,3729.55176104891,3571.18665727837
"NM_001004444",272.044200563184,475.850773022885,417.959516074926,303.319316695327,400.143691978922
"NM_001004445",425.505031650109,477.442247180152,395.454003670891,339.124989086769,423.681556212976
"NM_001004446",1424.74430679565,1083.79390109895,1724.88677210921,1938.03346311844,1861.13345106475
"NM_001004448",47.0845731743973,57.2930696616183,54.656244409798,76.138498763413,77.7296911915279
"NM_001005246",83.7059078655952,42.9698022462137,64.301464011527,72.8460231412114,71.1609848936523
"NM_001005381",223.215754308254,238.721123590076,163.968733229394,276.567952264938,224.43079851075
"NM_001005383",2082.18445815668,959.658916832106,2388.79938802823,2396.9222529628,1944.88445636267
"NM_001005384",1049.81159448101,1650.35870108606,249.168173044667,103.712982099352,132.468910340491
"NM_001005528",999.239275145542,1101.30011682888,879.322520357632,1163.06701354273,1000.63292604305
"NM_001005529",1592.15612252684,1028.09230559459,734.644226331696,753.565358031401,724.199869340784
"NM_001005530",162.180196489591,253.044391005481,462.970540882995,669.195670212484,530.970425744944
"NM_001005532",148.229211845325,192.568373029328,180.044099232276,149.807640810175,188.302913872434
"NM_001005533",1313.13642964152,958.067442674839,750.719592334578,898.434285408274,703.946358255668
"NM_001005534",6659.85129455641,4803.06900663233,4984.97099749363,5506.66547813225,5229.23760530046
"NM_001005536",486.540589468772,284.873874150824,204.157148236598,267.513644303884,249.610839319273
"NM_001005537",2666.38194013531,2153.26453478249,2036.74887256512,1994.41710814865,1934.48400472436
"NM_001005538",713.244089938092,609.534602233328,450.110248080689,493.459783877472,542.465661766226
"NM_001005539",2825.07439046384,2450.87020219145,3506.03732522851,4662.14548103753,4530.76516895969
"NM_001005541",692.317612971693,1279.54522244281,1060.9741561902,1113.26831975693,1070.69912655372
"NM_001005542",57.5478116575967,44.5612764034809,90.0220496161379,103.301422646577,87.0353584468516
"NM_001005543",554.551639609568,431.289496619404,520.841858493369,436.253019941718,535.896955468351
"NM_001005544",33.1335885301314,31.8294831453435,38.5808784069162,38.6865885608693,35.5804924468261
"NM_001005545",413.297920086376,373.996426957786,443.680101679537,452.303838599951,408.354574851266
"NM_001005546",2781.47756345051,2019.58070557204,3043.06678434552,3533.23790207514,2794.43713755458
"NM_001005547",212.752515825054,190.976898872061,276.496295249566,302.907757242551,321.866608595904
"NM_001005548",932.972098085279,814.834768520793,988.635009177228,886.499061277793,831.488738872752
"NM_001005550",4112.05272389736,3330.9554111602,4885.30372827577,5372.49709652753,5368.27522193883
"NM_001005551",6.97549232213293,19.0976898872061,41.7959516074926,64.2032746329321,103.457124191541
"NM_001005552",312.153281415449,305.563038195298,184.86670903314,223.888342309712,180.639423191579
"NM_001005553",943.435336568479,981.939555033847,900.220496161379,847.400913264148,907.028861298322
"NM_001005554",9580.83870444958,9193.94620653247,7680.80987617691,7375.96851263723,7121.57241128013
"NM_001005555",186.594419617056,192.568373029328,173.613952831123,197.136977879323,179.5446388086
"NM_001005556",1461.36564148685,1047.1899954818,1630.04211269221,1119.44171154856,1332.35259408577
"NM_001005560",10.4632384831994,3.18294831453435,8.03768300144088,10.7005457721553,12.0426282127719
"NM_001005561",1649.70393418444,1266.81342918467,1060.9741561902,1096.80594164592,1095.87916736225
"NM_001005562",170.899561892257,308.745986509832,217.017441038904,171.208732354486,279.170017659713
"NM_001005563",245.886104355186,404.234435945862,434.034882077808,454.773195316602,459.809440851292
"NM_001005564",291.22680444905,187.793950557527,271.673685448702,242.408517684596,225.525582893729
"NM_001005565",43.5968270133308,65.2504404479542,49.8336346089335,79.4309743856147,67.8766317447145
"NM_001005761",317.384900657048,334.209573026107,327.937466458788,310.315827392505,292.307430255464
"NM_001005762",1640.98456878177,1072.65358199808,972.559643174347,986.096448849393,925.09280361748
"NM_001005765",1585.18063020471,1297.05143817275,1472.50352586397,1302.17410858075,1245.31723563892
"NM_001005871",24.4142231274653,19.0976898872061,38.5808784069162,33.3363156747916,171.881148127745
"NM_001005872",692.317612971693,525.186471898168,487.083589887317,490.16730825527,449.408989212989
"NM_001005873",704.524724535426,1166.55055727684,909.865715763108,754.800036389727,684.787631553531
"NM_001005875",2994.23007927556,1987.7512224267,1544.84267287694,1839.25919445239,1493.28589838372
"NM_001005876",242.398358194119,364.447582014183,459.755467682418,373.695983119887,409.996751425735
"NM_001005878",3.48774616106646,15.9147415726717,220.23251423948,121.410038568686,175.712893468172
"NM_001005879",380.164331556245,1207.92888536579,663.912615919017,585.237541846342,657.418021979049
"NM_001005880",43.5968270133308,41.3783280889465,9.64521960172906,11.1121052249306,4.37913753191706
"NM_001005881",78.4742886239954,98.6713977505648,151.108440427089,110.297933343755,140.132401021346
"NM_001005882",1953.13785019722,1091.75127188528,1417.84728145417,1329.33703246391,1527.77160644757
"NM_001005883",1229.43052177593,1112.44043592976,1258.70115802564,996.385435168773,942.609353745148
"NM_001005884",1499.73084925858,1459.381802214,2340.57329001958,2430.25856863759,2553.58457329914
"NM_001005885",3.48774616106646,3.18294831453435,3.21507320057635,3.70403507497685,4.37913753191706
"NM_001005886",17.4387308053323,52.5186471898168,49.8336346089335,70.3766664245602,83.2036131064242
"NM_001005887",2549.54244373959,1429.14379322592,1451.60555006022,1680.80880513394,1516.82376261777
"NM_001005888",174.387308053323,151.190044940382,141.46322082536,155.157913696253,146.701107319222
"NM_001005889",5437.39626510262,4072.5823684467,8608.35849454318,10195.9738830529,8175.84977208916
"NM_001005890",111.607877154127,190.976898872061,123.78031822219,150.21920026295,100.720163234092
"NM_001005891",224.959627388787,198.934269658397,131.81800122363,164.623781110082,99.0779866596236
"NM_001005892",158.692450328524,251.452916848214,207.372221437175,302.907757242551,217.862092212874
"NM_001005893",1006.21476746767,700.248629197557,1401.77191545129,954.817930438477,1418.84056034113
"NM_001005895",1081.2013099306,1169.73350559137,916.29586216426,1072.52393393219,1106.27961900055
"NM_001005897",10.4632384831994,3.18294831453435,6.4301464011527,10.7005457721553,1.6421765744689
"NM_001005899",6.97549232213293,20.6891640444733,12.8602928023054,18.108615922109,18.0639423191579
"NM_001005900",26.1580962079985,22.2806382017404,22.5055124040345,36.6287912969933,16.9691579361786
"NM_001005901",1543.32767627191,1328.88092131809,700.885957725645,789.371030422844,746.09555700037
"NM_001005902",762.072536193023,798.920026948122,1041.68371698674,1056.88467472673,1075.62565627713
"NM_001005903",2296.68084706227,2665.71921342252,2618.67712186944,2585.41648233384,2446.84309595866
"NM_001005905",2793.68467501424,2807.3604134193,3157.20188296598,2685.83698881099,2649.37820680982
"NM_001005906",486.540589468772,416.966229204,331.152539659364,290.97253311207,344.309688446979
"NM_001005908",16521.4535649718,12559.9140491525,9850.98428656594,12036.4677558637,10225.8335292178
"NM_001006602",1290.46607959459,1085.38537525621,1006.3179117804,930.947482177515,967.242002362181
"NM_001006954",2068.23347351241,1928.86667860782,1937.08160334725,2180.44198080304,2146.87217502234
"NM_001006955",1998.47855029108,1314.55765390269,982.204862776076,898.022725955499,833.678307638711
"NM_001006956",8.71936540266616,35.0124314598778,20.8979758037463,14.4045808471322,15.3269813617097
"NM_001006957",6745.30107550254,5551.0618605479,5163.40756012562,5224.74725298123,4899.7075060237
"NM_001006958",544.088401126368,440.838341563007,194.511928634869,224.299901762487,216.767307829895
"NM_001006959",179.618927294923,221.214907860137,183.259172432852,183.967075390517,245.231701787356
"NM_001006960",903.326255716214,442.429815720275,736.251762931985,587.295339110218,625.66927487265
"NM_001006962",390.627570039444,585.66248987432,435.642418678096,390.56992068367,366.752768298054
"NM_001006963",19627.2915214015,23533.1283635097,24646.7511556183,26639.0086997807,24011.3584796927
"NM_001006964",638.257547475163,851.438674137938,945.231520969448,972.514986907811,877.469682957882
"NM_001006965",523.16192415997,561.790377515313,495.121272888758,447.365125166648,532.065210127923
"NM_001006966",3067.47274865796,3564.90211227847,6473.54988936049,6605.52921704205,6679.82691274799
"NM_001006967",1890.35841929802,2199.41728534324,2837.30209950863,2790.37308981589,2376.2295032565
"NM_001006968",3.48774616106646,7.95737078633587,11.2527562020172,9.87742686660493,10.400451638303
"NM_001006969",1278.25896803086,2127.80094826621,3252.04654238298,2836.46774852672,2898.9890461291
"NM_001006970",7810.80752770835,5835.93573469873,7886.57456101379,8660.03400529588,7891.75322470604
"NM_001006971",404.57855468371,415.374755046733,368.125881465992,438.722376658369,385.911495000191
"NM_001006972",4778.21224066106,3214.77779767969,3989.90584191525,4655.14897034035,4612.32660549165
"NM_001006973",817.876474770086,884.859631440549,652.659859717,671.25346747636,585.709644893907
"NM_001006974",694.061486052226,706.614525826625,323.114856657923,346.944618689498,293.949606829933
"NM_001006975",238.910612033053,152.781519097649,178.436562631988,258.870895795604,110.025830489416
"NM_001006976",5590.85709618954,8226.32991891403,7368.947775721,5848.25982393567,5958.91139655614
"NM_001006977",10.4632384831994,3.18294831453435,9.64521960172906,4.52715398052726,3.2843531489378
"NM_001006978",1351.50163741325,2065.73345613279,1869.56506613515,1866.83367778833,1598.93259134122
"NM_001006980",681.854374488494,778.230862903648,665.520152519305,601.288360504575,573.119624489646
"NM_001006981",9675.00785079837,5659.28210324207,5970.39093347029,6093.96081724247,5269.19723527921
"NM_001006982",537.112908804236,593.619860660656,634.97695711383,507.452805271828,530.423033553454
"NM_001006983",2064.74572735135,1758.57894378023,1697.55864990431,1861.89496435503,1913.13570925627
"NM_001006984",291.22680444905,370.813478643252,364.910808265416,385.219647797592,289.570469298016
"NM_001006985",362.725600750912,437.655393248473,604.433761708354,578.652590601939,472.399461255553
"NM_001006986",1764.79955749963,1262.03900671287,1842.23694393025,1867.24523724111,1656.95616363912
"NM_001006987",1199.78467940686,1071.06210784081,2271.44921620719,2135.17044099777,1736.32803140512
"NM_001006988",294.714550610116,205.300166287466,1266.73884102708,1108.32960632363,1629.03916187315
"NM_001006989",439.456016294375,633.406714592335,702.493494325933,837.111926944768,698.472436340772
"NM_001006990",1595.64386868791,1749.03009883662,2631.53741467174,2417.91178505433,2606.68161587363
"NM_001006991",1356.73325665485,1045.59852132453,930.763691566854,841.22752147252,735.695105362067
"NM_001006992",7364.37601909184,3964.36212575253,11080.7497857864,16600.2505276879,11162.4215688566
"NM_001006994",697.549232213293,802.102975262656,596.396078706913,579.064150054714,559.982211893895
"NM_001006995",191.826038858656,394.685591002259,1350.33074424207,1618.25176831211,1608.78565078803
"NM_001006996",687.085993730093,609.534602233328,532.094614695386,528.442337363364,541.918269574737
"NM_001006997",6532.54855967749,11544.5535368161,7192.1187496893,6997.33381608404,6788.21056666294
"NM_001006998",41.8529539327976,46.1527505607481,48.2260980086453,33.3363156747916,45.9809440851292
"NM_001006999",116.839496395727,124.13498426684,125.387854822478,115.648206229833,116.047144595802
"NM_001007000",137.765973362125,112.994665165969,126.995391422766,73.6691420467618,80.4666521489761
"NM_001007001",136.022100281592,197.34279550113,133.425537823919,140.75333284912,135.205871297939
"NM_001007002",202.289277341855,128.909406738641,247.560636444379,194.256061709897,320.771824212925
"NM_001007003",756.840916951423,902.365847170488,803.768300144088,744.511050070347,667.818473617352
"NM_001007004",1002.72702130661,1422.77789659685,3391.90222660805,2668.55149179443,3509.33133964004
"NM_001007005",4469.54670540667,6010.99789199812,4817.78719106366,4411.9173337502,4238.45773870423
"NM_001007007",272.044200563184,248.269968533679,273.28122204899,322.662610975761,317.487471063987
"NM_001007008",8468.24767906938,6758.99074591369,5971.99847007057,9840.38651585517,8415.06015977013
"NM_001007011",66.2671770602628,84.3481303351602,135.033074424207,68.7304286134593,104.00451638303
"NM_001007014",465.614112502373,353.307262913313,326.3299298585,296.734365450923,274.790880127796
"NM_001007016",12.2071115637326,31.8294831453435,53.0487078095098,68.7304286134593,89.2249272128102
"NM_001007020",12.2071115637326,7.95737078633587,3.21507320057635,7.81962960272891,12.0426282127719
"NM_001007091",1459.62176840632,1106.07453930069,1202.43737701556,1184.05654563427,1015.41251521327
"NM_001007092",237.16673895252,229.172278646473,323.114856657923,339.536548539545,438.461145383196
"NM_001007144",1433.46367219832,1729.93240894942,9921.71589697862,8351.77597516725,10607.9132788776
"NM_001007145",3215.70196050328,2799.40304263296,3510.85993502938,3602.37989014137,3702.01339104439
"NM_001007146",959.130194293278,805.28592357719,572.283029702591,1459.38981954088,950.820236617492
"NM_001007147",505.723193354637,369.222004485984,366.518344865704,347.767737595049,358.54188542571
"NM_001007148",380.164331556245,381.953797744122,387.41632066945,394.273955758647,328.43531489378
"NM_001007149",170.899561892257,63.658966290687,78.7692934141206,64.6148340857073,79.9192599574864
"NM_001007264",19480.8061826367,16088.2122558139,18247.1479498711,19062.610733642,20179.6131392653
"NM_001007265",11844.3859629817,10479.8573256043,7515.23360634722,9082.70556329601,7243.09347779082
"NM_001007554",10.4632384831994,33.4209573026107,24.1130490043226,9.46586741382973,41.6018065532121
